x1,x2,y
2.932800203776382730e+00,-7.176719074334982906e-01,1.000000000000000000e+00
1.983659245273133198e+00,2.794960067889139310e+00,1.000000000000000000e+00
-1.526772848681901662e+00,-1.407166888016643247e+00,-1.000000000000000000e+00
-1.262478736825938253e+00,-6.623073268036039352e-01,-1.000000000000000000e+00
2.420376042925066695e+00,1.133859606794973107e+00,1.000000000000000000e+00
1.853880099837347473e+00,3.734423194852569683e-01,1.000000000000000000e+00
6.807471795884970645e-01,1.849133688518793450e+00,1.000000000000000000e+00
2.637665929785835139e+00,1.385993669363729364e+00,1.000000000000000000e+00
-3.490260229486252808e-01,-1.092675715143097692e+00,-1.000000000000000000e+00
9.719467199989612061e-01,1.840164621601051653e+00,1.000000000000000000e+00
-7.537084762617088929e-01,-2.149489465160619339e+00,-1.000000000000000000e+00
-1.873674392883841966e+00,-1.134544905632168144e+00,-1.000000000000000000e+00
-1.357288194118096536e+00,-1.648865991582832313e+00,-1.000000000000000000e+00
1.219520276705917450e+00,2.753537401061743051e-01,1.000000000000000000e+00
4.085430535111165273e-01,-1.905827455510402668e-01,1.000000000000000000e+00
-2.120230478635987570e+00,-7.813870993077367544e-01,-1.000000000000000000e+00
-1.802992877010963557e+00,-1.245068046570561471e+00,-1.000000000000000000e+00
-1.344279792108102889e+00,-1.862434484414790425e+00,-1.000000000000000000e+00
-2.405593038920923910e+00,-1.967129719963848222e+00,-1.000000000000000000e+00
-2.136505118380682688e+00,-3.785000024491684822e-01,-1.000000000000000000e+00
-2.991337539123950506e+00,-1.908828513798978888e+00,-1.000000000000000000e+00
-8.774537262406928440e-01,-1.553159823533264206e+00,-1.000000000000000000e+00
3.442815373182582572e+00,1.898306539511137148e+00,1.000000000000000000e+00
5.704443657081507135e-01,2.575537525786474546e+00,1.000000000000000000e+00
-2.444572432246968852e+00,-1.682673012346910246e+00,-1.000000000000000000e+00
-1.091773404123956182e+00,-1.840882081722630348e+00,-1.000000000000000000e+00
-3.294907084727215718e+00,-1.539111625688226681e+00,-1.000000000000000000e+00
-1.326045530356433577e+00,-2.657248026167486898e+00,-1.000000000000000000e+00
-8.935345416423408071e-01,-7.189000582865382460e-01,-1.000000000000000000e+00
2.968249798192377220e-01,9.230491758579991712e-01,1.000000000000000000e+00
1.915393940703244535e+00,1.299535225492209012e+00,1.000000000000000000e+00
1.226989423188220574e-01,-9.162205683048263438e-02,-1.000000000000000000e+00
1.360936722858702153e+00,2.132899011897500419e+00,1.000000000000000000e+00
2.777214616107018585e+00,6.242209474130867575e-01,1.000000000000000000e+00
2.475500682587141732e+00,9.472499969678915832e-01,1.000000000000000000e+00
-2.266107674112575410e+00,-2.448389340358331001e+00,-1.000000000000000000e+00
2.374808300022493324e+00,8.287141543444920266e-02,1.000000000000000000e+00
-3.146920270174249801e+00,-1.129838760625176075e+00,-1.000000000000000000e+00
2.745898815012139949e+00,1.674015143227695512e+00,1.000000000000000000e+00
2.529515255788592043e+00,4.641389845619008359e-01,1.000000000000000000e+00
-1.583296374810096774e+00,-1.766193749671261415e+00,-1.000000000000000000e+00
2.218801912242646335e+00,2.405794267414010257e+00,1.000000000000000000e+00
-2.368336391536298269e+00,-5.332784607230859342e-01,-1.000000000000000000e+00
1.824485740995291927e-01,-1.685440394457272895e+00,-1.000000000000000000e+00
-6.436910994296995980e-03,3.649221328970627454e+00,1.000000000000000000e+00
-2.694878667165061081e+00,-1.160802566519439027e+00,-1.000000000000000000e+00
-1.490213557468919259e+00,1.806917953090675377e+00,1.000000000000000000e+00
-1.233800964213577434e+00,-3.230201473758548047e+00,-1.000000000000000000e+00
7.077946745015256669e-01,1.971991578111977228e+00,1.000000000000000000e+00
-2.490045118589954143e+00,-9.366136335991941397e-01,-1.000000000000000000e+00
-7.115183362665591371e-01,-1.998374742648933555e+00,-1.000000000000000000e+00
1.459815365933098796e+00,-2.402263603072281040e-01,-1.000000000000000000e+00
-2.732513496563603983e+00,-7.267940691593162139e-01,-1.000000000000000000e+00
-6.932784676330965290e-01,-1.588193885547284134e+00,-1.000000000000000000e+00
2.520044052695548764e+00,1.481522487611540706e+00,1.000000000000000000e+00
-1.678641042724998034e+00,-1.795244156753972531e+00,-1.000000000000000000e+00
1.898738425390911644e+00,2.157842053410065297e+00,1.000000000000000000e+00
5.620544666708315873e-02,6.363774806491688807e-01,1.000000000000000000e+00
-1.283262044592465401e+00,-1.416434131265351226e+00,-1.000000000000000000e+00
5.491558710924985265e-01,-2.543701101906121753e-01,1.000000000000000000e+00
2.001722083185489609e+00,-7.366513844037041459e-01,1.000000000000000000e+00
1.834985016701754734e+00,2.034658724406077646e+00,1.000000000000000000e+00
2.109595948380305064e-01,2.720524738164767697e+00,1.000000000000000000e+00
-2.475135048736442744e+00,-1.936558190941877866e+00,-1.000000000000000000e+00
-5.267002138870564565e-01,1.017496129035123875e+00,1.000000000000000000e+00
-2.062387411696197326e+00,-8.663772337905987220e-01,-1.000000000000000000e+00
-8.345996595294948861e-01,-1.930387179218732374e+00,-1.000000000000000000e+00
-6.920672756695386285e-01,-1.062705821260157446e+00,-1.000000000000000000e+00
2.011302842971880445e-01,3.028209698674122485e+00,1.000000000000000000e+00
7.420302036542039126e-01,-1.737142229240693059e+00,-1.000000000000000000e+00
-1.213284706438467087e+00,-1.694226740344438653e+00,-1.000000000000000000e+00
3.770284954088731766e+00,2.016000172092517584e+00,1.000000000000000000e+00
3.892251568204874168e-02,-4.045684879503741449e-02,-1.000000000000000000e+00
2.571654157394521079e+00,1.063700210326363305e+00,1.000000000000000000e+00
1.488278328998941635e+00,6.415820491398983583e-01,1.000000000000000000e+00
1.956093056625072713e+00,3.127492524323427059e+00,1.000000000000000000e+00
-1.982376204282634724e+00,-9.988607628447138120e-01,-1.000000000000000000e+00
-3.014478126874232444e+00,-3.374963142874442212e+00,-1.000000000000000000e+00
-2.678811708191485952e+00,-1.537890066479330242e+00,-1.000000000000000000e+00
-2.351310910223810779e+00,-2.414635470619739710e+00,-1.000000000000000000e+00
1.284749868093645553e+00,1.746820419598031693e+00,1.000000000000000000e+00
1.085661623691292377e+00,1.885264660015515847e+00,1.000000000000000000e+00
3.775270921690434101e+00,2.557865333079992975e+00,1.000000000000000000e+00
2.471816353352924267e+00,5.006874357242167006e-01,1.000000000000000000e+00
-6.289151250451663344e-01,1.342275770300003224e-01,-1.000000000000000000e+00
-1.774845642755479069e+00,-2.657545241089769306e+00,-1.000000000000000000e+00
-9.717629559619727075e-01,-5.230601590744345941e-01,-1.000000000000000000e+00
-4.205321011203078108e-01,-4.018686524292247597e-01,-1.000000000000000000e+00
1.002903639668013547e+00,1.556682458264145419e+00,1.000000000000000000e+00
-1.889816164213492300e+00,-3.421579281594516520e+00,-1.000000000000000000e+00
1.293225233333686663e+00,2.163707474180647239e+00,1.000000000000000000e+00
-1.743937692306706477e+00,-2.981935121576291259e+00,-1.000000000000000000e+00
1.770949002051086962e+00,-7.438463036971527664e-01,1.000000000000000000e+00
2.774643987333173634e+00,2.877501503197075650e+00,1.000000000000000000e+00
4.263810286627016666e-01,-2.582783698226049918e-01,1.000000000000000000e+00
7.947124034073449472e-01,1.298433500168924892e+00,1.000000000000000000e+00
2.136801937238614890e+00,1.443629729162031916e+00,1.000000000000000000e+00
1.655599921399107721e+00,6.051963939026101524e-01,1.000000000000000000e+00
1.212655056801763109e+00,-2.418667443478662360e+00,-1.000000000000000000e+00
2.923106982385502040e+00,1.085929950244508557e+00,1.000000000000000000e+00
-3.878688445634494997e-01,-6.442454868406192192e-01,-1.000000000000000000e+00
-1.528139081551053158e+00,-1.393858647177659726e+00,-1.000000000000000000e+00
3.255260566531570365e-01,1.409775675790638561e+00,1.000000000000000000e+00
1.384513894176007565e+00,9.346233306238942440e-01,1.000000000000000000e+00
-7.330423303090727316e-02,2.895559626169244005e-01,-1.000000000000000000e+00
2.180045781184792197e+00,4.273741024420094625e+00,1.000000000000000000e+00
7.511452763430770396e-02,1.816899522129638456e+00,1.000000000000000000e+00
-1.423255495554702099e+00,-1.418292316909864459e+00,-1.000000000000000000e+00
-1.572393482647342910e-01,-6.028500769533103876e-01,-1.000000000000000000e+00
1.883046195508135900e+00,-1.153321363238718700e+00,1.000000000000000000e+00
-1.435371661129009269e+00,-2.238761706322547784e+00,-1.000000000000000000e+00
6.021593788143071446e-01,2.195382345526445178e+00,1.000000000000000000e+00
3.378630480540312675e+00,-3.048643268428969932e-01,1.000000000000000000e+00
1.485321854995167667e+00,2.649151436098833301e+00,1.000000000000000000e+00
1.529142312481357902e+00,1.408743228298900751e+00,1.000000000000000000e+00
-1.312395443941111628e+00,-8.259435569616722095e-01,-1.000000000000000000e+00
-1.878280529548707278e+00,-8.681646521517284443e-01,-1.000000000000000000e+00
-1.047625886696470277e+00,-2.710420077504517522e+00,-1.000000000000000000e+00
-1.005887875107159157e+00,-1.606011304774359383e+00,-1.000000000000000000e+00
1.529730218432746147e+00,2.141184518027636763e+00,1.000000000000000000e+00
1.969180550338722524e+00,2.227919089537992114e+00,1.000000000000000000e+00
1.564043143527051427e+00,3.376084986010528866e+00,1.000000000000000000e+00
-1.702557426824986564e-01,-2.544910872622399012e+00,-1.000000000000000000e+00
-1.610655965118492405e+00,-1.610514576232950246e+00,-1.000000000000000000e+00
-1.513601761813305746e+00,-1.809845372519642837e+00,-1.000000000000000000e+00
-1.944311652748149877e+00,3.025470527604849913e-01,-1.000000000000000000e+00
4.799958353023441315e-01,7.327795423055695201e-01,1.000000000000000000e+00
-1.729796716528823053e+00,-1.278179426504421290e+00,-1.000000000000000000e+00
1.192332557671858195e+00,1.771647790904795405e+00,1.000000000000000000e+00
3.903783346842772950e-01,-2.305606062442372206e+00,-1.000000000000000000e+00
-2.909150535916269043e+00,-1.178044509605235435e+00,-1.000000000000000000e+00
-1.485046608089365616e+00,4.350753281526498206e-02,-1.000000000000000000e+00
2.041667913945741208e+00,-2.855934852661767831e-01,1.000000000000000000e+00
1.253035956250976080e+00,1.147884035441562034e+00,1.000000000000000000e+00
-1.182453013427531729e+00,8.688972699091088714e-01,-1.000000000000000000e+00
1.564913183282410136e+00,1.537975065805375907e+00,1.000000000000000000e+00
1.278552804737319137e+00,1.913190844194350371e+00,1.000000000000000000e+00
-1.902450107215515995e+00,-1.630531238403395644e+00,-1.000000000000000000e+00
-3.351191063649134882e+00,-2.797455263300681949e+00,-1.000000000000000000e+00
-2.249742495024436018e-01,-1.225138195716979350e+00,-1.000000000000000000e+00
-2.018815448840338256e+00,-2.489536434861499892e+00,-1.000000000000000000e+00
-1.938047408610803712e+00,-1.701572321895197692e+00,-1.000000000000000000e+00
7.528323984863692919e-01,2.410703185762838707e+00,1.000000000000000000e+00
-2.817686671544128885e+00,-7.196133905709349854e-01,-1.000000000000000000e+00
1.995786732750967740e+00,1.571742725511152461e+00,1.000000000000000000e+00
1.536808623008913077e+00,4.081243761251627244e-01,1.000000000000000000e+00
-2.576172616900639145e+00,-1.429233515763501883e+00,-1.000000000000000000e+00
-5.355918870794651454e-02,1.504393808433321933e+00,1.000000000000000000e+00
-8.668586189886805515e-01,-1.183769633443175540e+00,-1.000000000000000000e+00
-8.039388602956692997e-01,-1.331539588836085475e+00,-1.000000000000000000e+00
-5.645006094791260587e-01,-4.633198199358301572e-01,-1.000000000000000000e+00
-1.109527243299590404e+00,-1.714671325541271329e+00,-1.000000000000000000e+00
-1.051688916896524661e+00,1.947584042816530303e-01,-1.000000000000000000e+00
-1.202968120728437063e+00,-3.022874672226933956e-01,-1.000000000000000000e+00
1.623587301075395173e+00,2.492731518406589686e+00,1.000000000000000000e+00
1.268622183117953606e+00,2.085500036684906355e+00,1.000000000000000000e+00
-2.840768764695118520e+00,-5.252824058721453637e-01,-1.000000000000000000e+00
3.102790500665438156e+00,1.346851411874307125e+00,1.000000000000000000e+00
-3.132956518362506770e+00,-1.914291137001035592e+00,-1.000000000000000000e+00
1.995893145510878153e+00,3.574731281830485496e-01,1.000000000000000000e+00
-7.933124820669518185e-01,-2.607067938645764027e-01,-1.000000000000000000e+00
-1.277608514698688857e+00,-9.859436662535540075e-01,-1.000000000000000000e+00
-2.348112757814598162e+00,-1.711037593611231200e+00,-1.000000000000000000e+00
-1.829085719777891139e+00,-2.365548459031757478e+00,-1.000000000000000000e+00
-3.198893221804837594e+00,-1.147924602695995500e+00,-1.000000000000000000e+00
-5.292426371619893821e-01,1.076166508288998180e-01,-1.000000000000000000e+00
-1.879250911241819644e+00,-1.442982264272154813e+00,-1.000000000000000000e+00
-2.981601730094868952e+00,8.630253490476857969e-01,-1.000000000000000000e+00
-1.395685205302217291e+00,-1.504872429018806024e+00,-1.000000000000000000e+00
-2.742440018725730511e+00,-7.866684258620797454e-01,-1.000000000000000000e+00
-7.417412525665315615e-01,-3.100277008894059882e+00,-1.000000000000000000e+00
-1.753736399848022209e+00,-2.508791303427891695e+00,-1.000000000000000000e+00
-2.495039321072639815e+00,-4.462723129235381947e-01,-1.000000000000000000e+00
-8.845974713622646313e-01,-1.288789681699651801e+00,-1.000000000000000000e+00
2.175436362850953209e-01,-2.422131790553608610e+00,-1.000000000000000000e+00
-5.512832713683258890e-01,1.823921877782106460e-01,-1.000000000000000000e+00
1.815580067062197545e+00,1.191416191461304175e+00,1.000000000000000000e+00
2.243094234872289316e-01,8.120915518104367958e-01,1.000000000000000000e+00
-4.705890814380373488e-01,-3.195148665343101602e-01,-1.000000000000000000e+00
3.064120955815878844e-01,-5.780909166178921366e-01,-1.000000000000000000e+00
-8.004392882680335664e-01,1.830709564234436204e-01,-1.000000000000000000e+00
1.630044315813227618e+00,4.774042494382737090e+00,1.000000000000000000e+00
1.073238093902897594e+00,2.887903443687273253e+00,1.000000000000000000e+00
6.985546773888512417e-01,2.160433875642140400e+00,1.000000000000000000e+00
-2.330198331619087959e+00,-1.326906377729926589e+00,-1.000000000000000000e+00
-2.699214213162734577e+00,-2.079435155414724790e+00,-1.000000000000000000e+00
8.697260921828768865e-01,3.493490939237261284e+00,1.000000000000000000e+00
8.203880391069676703e-01,4.507168682075568533e-01,1.000000000000000000e+00
2.107446576541394556e+00,-1.837771072583249676e-02,1.000000000000000000e+00
-6.991687157432512345e-01,-6.735828733604760643e-01,-1.000000000000000000e+00
-2.393582046341080183e+00,-1.698514261929615632e+00,-1.000000000000000000e+00
1.821015238239562795e+00,2.569512265095805326e+00,1.000000000000000000e+00
2.567103104580803485e-01,-1.184857929763278861e-01,-1.000000000000000000e+00
2.738657454538005354e+00,2.124256489502228451e+00,1.000000000000000000e+00
2.134729781243338564e-02,1.135812068411896636e+00,1.000000000000000000e+00
-2.090877068416545193e+00,-1.077129019667263821e+00,-1.000000000000000000e+00
-1.106117777685678982e+00,-1.393800842447513455e+00,-1.000000000000000000e+00
1.263295472323506141e+00,2.194440722352783091e+00,1.000000000000000000e+00
-4.412050063942285494e-01,-1.937903217149851365e+00,-1.000000000000000000e+00
8.457793654250550519e-01,1.823820356452271696e+00,1.000000000000000000e+00
2.073273239477763319e+00,1.954606843259614202e+00,1.000000000000000000e+00
-1.650838434935639976e+00,-2.164640163234407222e+00,-1.000000000000000000e+00
-1.773348067048306387e+00,-1.065649682805027254e+00,-1.000000000000000000e+00
-6.759277829914758229e-01,-1.298012515979403814e+00,-1.000000000000000000e+00
-1.099079020400478335e+00,-2.136434672892212561e+00,-1.000000000000000000e+00
2.055568390287050740e+00,2.180896660697864142e+00,1.000000000000000000e+00
1.947501386660140721e+00,2.670794829707252571e-01,1.000000000000000000e+00
5.790171491358648836e-01,1.478504109304193959e+00,1.000000000000000000e+00
1.419583862229962357e+00,1.815077674005950881e+00,1.000000000000000000e+00
-2.070980451072568673e+00,-1.081948773308450296e+00,-1.000000000000000000e+00
2.526609190133261240e+00,1.655576003780853345e+00,1.000000000000000000e+00
-1.132320250994409694e-01,-1.557721532299389144e+00,-1.000000000000000000e+00
-2.569414896433976025e+00,-3.760162397819529101e+00,-1.000000000000000000e+00
-2.362473857097202146e+00,-2.450365410256500898e-01,-1.000000000000000000e+00
2.896084855878371833e+00,-2.242576672839966534e-01,1.000000000000000000e+00
2.392476683753375077e+00,1.296803530227058632e+00,1.000000000000000000e+00
1.747581860496050910e+00,1.776084159333395363e-01,1.000000000000000000e+00
6.250583812195246169e-01,2.832368545337616617e+00,1.000000000000000000e+00
-1.450149744387519757e+00,-7.758989880654180160e-01,-1.000000000000000000e+00
8.172001793974900119e-01,2.561118822346862167e+00,1.000000000000000000e+00
1.818917441132994472e+00,1.837535699105723452e+00,1.000000000000000000e+00
9.733615897749178236e-01,2.560196558988759641e+00,1.000000000000000000e+00
1.633436776551455250e+00,1.389198297333321896e+00,1.000000000000000000e+00
3.321024283542812761e+00,2.252493002695867386e+00,1.000000000000000000e+00
2.318868612053520017e+00,1.477859865542045403e+00,1.000000000000000000e+00
-2.013089267473726185e+00,-2.540102174345163277e+00,-1.000000000000000000e+00
2.511425843290848725e+00,3.100898356942434653e+00,1.000000000000000000e+00
-2.678498830384322460e+00,-8.498067675575566859e-01,-1.000000000000000000e+00
-1.563185205248351917e+00,-2.833556731066618539e+00,-1.000000000000000000e+00
2.091869451950478798e-01,5.442189229228526770e-01,-1.000000000000000000e+00
-2.607450221094650189e+00,-2.128139938287832322e+00,-1.000000000000000000e+00
-2.332556968112917239e+00,-9.815095784555680769e-01,-1.000000000000000000e+00
2.465635484805540845e+00,9.350833217034885125e-01,1.000000000000000000e+00
-1.443122242883878581e-01,-3.838621238369324118e-01,-1.000000000000000000e+00
-1.572334126704186819e+00,-2.412333950912947778e+00,-1.000000000000000000e+00
2.757082861024897635e+00,2.045146821666764314e+00,1.000000000000000000e+00
1.631684537377608768e+00,3.902028762480682644e-01,1.000000000000000000e+00
5.094713847159116904e-01,2.588135564247870946e+00,1.000000000000000000e+00
-1.526313058118053068e+00,-1.784688948808812459e+00,-1.000000000000000000e+00
